X_deg,Y_deg,Pop,GridCellArea,Country,ElecPop,WindVel,GHI,TravelHours,Elevation,ResidentialDemandTierCustom,Slope,NightLights,LandCover,SubstationDist,TransformerDist,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,RoadDist,HydropowerDist,Hydropower,HydropowerFID,IsUrban,PerCapitaDemand,HealthDemand,EducationDemand,AgriDemand,ElectrificationOrder,Conflict,CommercialDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,id,GridPenalty,WindCF,PopStartYear,ElecPopCalib,Pop2025High,Pop2025Low,Pop2030High,Pop2030Low,Pop2018,ElecStart,GridDistCalibElec,FinalElecCode2018,MVConnectDist,minTDdist,Pop2025,NewConnections2025,NumPeoplePerHH,Tier,EnergyPerSettlement2025,TotalEnergyPerCell,SADieselFuelCost2025,MGDieselFuelCost2025,MG_Hydro2025,MG_PV2025,MG_Wind2025,MG_Diesel2025,SA_Diesel2025,SA_PV2025,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Off_Grid_Code2025,Grid2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,MinimumOverallCode2025,InvestmentCost2025,ElecStatusIn2025,InvestmentCapita2025,FinalElecCode2025,NewCapacity2025,Pop2030,NewConnections2030,EnergyPerSettlement2030,SADieselFuelCost2030,MGDieselFuelCost2030,MG_Hydro2030,MG_PV2030,MG_Wind2030,MG_Diesel2030,SA_Diesel2030,SA_PV2030,Minimum_Tech_Off_grid2030,Minimum_LCOE_Off_grid2030,Off_Grid_Code2030,Grid2030,MinGridDist2030,ElectrificationOrder2030,MinimumOverall2030,MinimumOverallLCOE2030,MinimumOverallCode2030,InvestmentCost2030,ElecStatusIn2030,InvestmentCapita2030,FinalElecCode2030,NewCapacity2030
43.17608,11.4913,15.27971,0.009,Djibouti,15.27971,4.3218,2156.0,0.13333,19.0,175.8125,0.56464,0.45325,7,10.117,9999,8.344,8.344,1.526,1.526,1.75,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,795,1.1418033,0.044727884,16.892202,16.892202,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,1.526,17.357368,17.357368,7.7,4,1963.0939,2001.5569,35.99674,30.185356,99.0,0.5130422,99.0,99,99,0.29451102,SA_PV2025,0.29451102,3.0,99.0,0.0,0,SA_PV2025,0.29451102,3.0,4522.279,1,260.53943,3.0,1.0116955,17.697453,0.34008408,38.463028,35.99674,30.185356,99.0,16.524088,99.0,99,99,0.6416065,SA_PV2030,0.6416065,3.0,99.0,0.0,0,SA_PV2030,0.6416065,3.0,111.265625,1,327.17093,3.0,0.019822218
43.07689,11.49297,15.27971,0.009,Djibouti,0.0,4.62514,2104.0,0.33333,118.0,175.8125,1.3384,0.0,7,10.274,9999,1.429,1.429,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,793,1.1418033,0.058365807,16.892202,0.0,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,0.0,17.357368,17.357368,7.7,4,1963.0939,2001.5569,36.66042,30.212465,99.0,0.5177971,99.0,99,99,0.30178982,SA_PV2025,0.30178982,3.0,99.0,0.0,0,SA_PV2025,0.30178982,3.0,4634.046,1,266.9786,3.0,1.0366994,17.697453,0.34008408,38.463028,36.66042,30.212465,99.0,16.528822,99.0,99,99,0.6574637,SA_PV2030,0.6574637,3.0,99.0,0.0,0,SA_PV2030,0.6574637,3.0,114.01553,1,335.2569,3.0,0.02031212
42.83685,11.4938,15.27971,0.009,Djibouti,0.0,5.79032,2139.2546,0.36013,553.93915,175.8125,0.55771,0.0,16,32.991,9999,24.912,5.721,3.036,3.036,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,791,1.1236314,0.12402318,16.892202,0.0,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,3.036,17.357368,17.357368,7.7,4,1963.0939,2001.5569,36.74935,30.216099,99.0,0.5145482,0.82735145,99,99,0.29681635,SA_PV2025,0.29681635,3.0,99.0,0.0,0,SA_PV2025,0.29681635,3.0,4557.6772,1,262.57883,3.0,1.0196147,17.697453,0.34008408,38.463028,36.74935,30.216099,99.0,16.525587,16.837145,99,99,0.64662874,SA_PV2030,0.64662874,3.0,99.0,0.0,0,SA_PV2030,0.64662874,3.0,112.136566,1,329.7319,3.0,0.019977378
43.17941,11.4938,15.27971,0.009,Djibouti,15.27971,4.28387,2161.6868,0.13333,9.52185,175.8125,0.56464,0.56023,7,10.072,9999,8.537,8.537,1.447,1.447,1.308,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,792,1.1418033,0.0431444,16.892202,16.892202,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,1.447,17.357368,17.357368,7.7,4,1963.0939,2001.5569,35.99674,30.185356,99.0,0.5125361,99.0,99,99,0.29373625,SA_PV2025,0.29373625,3.0,99.0,0.0,0,SA_PV2025,0.29373625,3.0,4510.382,1,259.854,3.0,1.0090339,17.697453,0.34008408,38.463028,35.99674,30.185356,99.0,16.523584,99.0,99,99,0.6399186,SA_PV2030,0.6399186,3.0,99.0,0.0,0,SA_PV2030,0.6399186,3.0,110.972916,1,326.31024,3.0,0.019770069
43.07439,11.49546,30.55942,0.009,Djibouti,0.0,4.45961,2104.0,0.33333,118.0,175.8125,1.3384,0.0,7,10.202,9999,1.807,1.807,0.0,0.0,1.053,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,788,1.1418033,0.05071263,33.784405,0.0,34.714737,33.910526,35.394905,34.0009,33.784405,0,9999,99,0.0,0.0,34.714737,34.714737,7.7,4,3926.1877,4003.1138,36.66042,30.212465,99.0,0.37281978,99.0,99,99,0.30178982,SA_PV2025,0.30178982,3.0,99.0,0.0,0,SA_PV2025,0.30178982,3.0,9268.092,1,266.9786,3.0,2.0733988,35.394905,0.68016815,76.926056,36.66042,30.212465,99.0,9.153727,99.0,99,99,0.6574637,SA_PV2030,0.6574637,3.0,99.0,0.0,0,SA_PV2030,0.6574637,3.0,228.03107,1,335.2569,3.0,0.04062424
43.17941,11.49546,15.27971,0.009,Djibouti,15.27971,4.2821,2160.5737,0.13333,11.37706,175.8125,0.56464,0.56023,7,9.918,9999,8.446,8.446,1.306,1.306,1.163,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,789,1.1699331,0.04307119,16.892202,16.892202,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,1.306,17.357368,17.357368,7.7,4,1963.0939,2001.5569,35.99674,30.185356,99.0,0.512635,99.0,99,99,0.2938876,SA_PV2025,0.2938876,3.0,99.0,0.0,0,SA_PV2025,0.2938876,3.0,4512.7056,1,259.98788,3.0,1.0095538,17.697453,0.34008408,38.463028,35.99674,30.185356,99.0,16.523682,99.0,99,99,0.6402483,SA_PV2030,0.6402483,3.0,99.0,0.0,0,SA_PV2030,0.6402483,3.0,111.03008,1,326.47836,3.0,0.019780256
43.20733,11.49546,30.55942,0.017,Djibouti,30.55942,4.37337,2165.0,0.15,5.0,232.75,0.69382,0.57699,16,11.875,9999,11.174,11.174,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,790,1.1418033,0.04692526,33.784405,33.784405,34.714737,33.910526,35.394905,34.0009,33.784405,0,9999,99,0.0,0.0,34.714737,34.714737,7.7,4,3926.1877,4003.1138,36.052055,30.187614,99.0,0.379898,99.0,99,99,0.29328674,SA_PV2025,0.29328674,3.0,99.0,0.0,0,SA_PV2025,0.29328674,3.0,9006.959,1,259.45636,3.0,2.0149796,35.394905,0.68016815,76.926056,36.052055,30.187614,99.0,9.795729,99.0,99,99,0.6389393,SA_PV2030,0.6389393,3.0,99.0,0.0,0,SA_PV2030,0.6389393,3.0,221.60617,1,325.81088,3.0,0.03947963
42.84269,11.49588,30.55942,0.017,Djibouti,0.0,5.98189,2128.0,0.33333,484.0,175.8125,1.71894,0.0,16,32.317,9999,24.463,5.644,2.762,2.762,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,787,1.1418033,0.1362883,33.784405,0.0,34.714737,33.910526,35.394905,34.0009,33.784405,0,9999,99,0.0,2.762,34.714737,34.714737,7.7,4,3926.1877,4003.1138,36.66042,30.212465,99.0,0.38322923,0.649407,99,99,0.2983862,SA_PV2025,0.2983862,3.0,99.0,0.0,0,SA_PV2025,0.2983862,3.0,9163.564,1,263.9676,3.0,2.0500145,35.394905,0.68016815,76.926056,36.66042,30.212465,99.0,9.799046,10.064168,99,99,0.6500487,SA_PV2030,0.6500487,3.0,99.0,0.0,0,SA_PV2030,0.6500487,3.0,225.45929,1,331.47583,3.0,0.040166073
42.82435,11.4963,15.27971,0.009,Djibouti,0.0,6.16426,2147.0,0.4,509.0,175.8125,0.99628,0.0,16,34.244,9999,26.279,6.607,3.307,3.307,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,786,1.1236314,0.1482106,16.892202,0.0,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,3.307,17.357368,17.357368,7.7,4,1963.0939,2001.5569,36.881657,30.221502,99.0,0.5138487,0.7446599,99,99,0.29574558,SA_PV2025,0.29574558,3.0,99.0,0.0,0,SA_PV2025,0.29574558,3.0,4541.236,1,261.6316,3.0,1.0159364,17.697453,0.34008408,38.463028,36.881657,30.221502,99.0,16.52489,16.754791,99,99,0.64429605,SA_PV2030,0.64429605,3.0,99.0,0.0,0,SA_PV2030,0.64429605,3.0,111.73204,1,328.5424,3.0,0.01990531
43.19799,11.49761,198.63623,0.06,Djibouti,198.63623,4.4062,2163.802,0.1414,6.50563,346.625,0.5542,3.16178,7,10.991,9999,10.148,10.148,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,784,1.1418033,0.048350547,219.59862,219.59862,225.64578,220.41841,230.06688,221.00586,219.59862,0,9999,99,0.0,0.0,225.64578,225.64578,7.7,4,25520.22,26020.24,36.023518,30.18645,99.0,0.25640625,99.0,99,99,0.29344913,MG_PV2025,0.25640625,5.0,99.0,0.0,0,MG_PV2025,0.25640625,5.0,57018.027,1,252.68819,5.0,14.605768,230.06688,4.421093,500.01938,36.023518,30.18645,99.0,0.24317783,99.0,99,99,0.6392931,MG_PV2030,0.24317783,5.0,0.08033125,0.0,1,Grid2030,0.08033125,1.0,338.57022,1,76.58066,1.0,0.07780785
42.81935,11.49796,15.27971,0.009,Djibouti,0.0,5.84154,2146.2874,0.4,508.28735,175.8125,0.99628,0.0,16,34.731,9999,26.854,7.021,3.511,3.511,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,782,1.1236314,0.1272735,16.892202,0.0,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,3.511,17.357368,17.357368,7.7,4,1963.0939,2001.5569,36.881657,30.221502,99.0,0.51391286,0.8144113,99,99,0.29584378,SA_PV2025,0.29584378,3.0,99.0,0.0,0,SA_PV2025,0.29584378,3.0,4542.7437,1,261.71844,3.0,1.0162737,17.697453,0.34008408,38.463028,36.881657,30.221502,99.0,16.524954,16.824257,99,99,0.64451,SA_PV2030,0.64451,3.0,99.0,0.0,0,SA_PV2030,0.64451,3.0,111.769135,1,328.6515,3.0,0.019911919
43.03272,11.49796,15.27971,0.009,Djibouti,0.0,4.48089,2081.914,0.80512,132.64394,175.8125,0.65807,0.0,16,13.214,9999,6.014,3.74,3.852,3.852,5.304,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,783,1.1236314,0.05166855,16.892202,0.0,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,3.74,17.357368,17.357368,7.7,4,1963.0939,2001.5569,38.22601,30.276417,99.0,0.5198886,99.0,99,99,0.30499136,SA_PV2025,0.30499136,3.0,99.0,0.0,0,SA_PV2025,0.30499136,3.0,4683.2065,1,269.81085,3.0,1.0476972,17.697453,0.34008408,38.463028,38.22601,30.276417,99.0,16.530905,99.0,99,99,0.6644384,SA_PV2030,0.6644384,3.0,99.0,0.0,0,SA_PV2030,0.6644384,3.0,115.22507,1,338.81348,3.0,0.020527601
43.20525,11.49796,15.27971,0.009,Djibouti,15.27971,4.43512,2165.0,0.18563,4.64368,346.625,0.69382,0.78267,7,11.519,9999,10.839,10.839,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,785,1.1418033,0.049622923,16.892202,16.892202,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,0.0,17.357368,17.357368,7.7,4,1963.0939,2001.5569,36.17029,30.192444,99.0,0.51224244,99.0,99,99,0.29328674,SA_PV2025,0.29328674,3.0,99.0,0.0,0,SA_PV2025,0.29328674,3.0,4503.4795,1,259.45636,3.0,1.0074898,17.697453,0.34008408,38.463028,36.17029,30.192444,99.0,16.52329,99.0,99,99,0.6389393,SA_PV2030,0.6389393,3.0,99.0,0.0,0,SA_PV2030,0.6389393,3.0,110.803085,1,325.81088,3.0,0.019739814
41.93836,11.4988,45.53018,0.009,Djibouti,0.0,4.45039,2221.0056,2.36662,141.03593,175.8125,0.60167,0.0,16,90.508,9999,108.333,5.839,10.575,10.575,10.495,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,781,1.1076348,0.050301068,50.335052,0.0,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,5.839,51.721146,51.721146,7.7,4,5849.589,5964.2,43.407692,30.488081,99.0,0.31346488,99.0,99,99,0.28589112,SA_PV2025,0.28589112,3.0,99.0,0.0,0,SA_PV2025,0.28589112,3.0,13080.993,1,252.91383,3.0,2.9263966,52.73452,1.0133759,114.61138,43.407692,30.488081,99.0,6.6517086,99.0,99,99,0.62282765,SA_PV2030,0.62282765,3.0,99.0,0.0,0,SA_PV2030,0.62282765,3.0,321.84323,1,317.59512,3.0,0.057337083
43.2112,11.49954,672.30725,0.18,Djibouti,672.30725,4.5041,2164.4038,0.30071,4.41691,343.6702,0.62152,0.57699,16,11.88,9999,11.334,11.334,0.0,0.0,0.0,99,0,0,1,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1377,1.1418033,0.052720692,743.2569,743.2569,763.7242,746.03156,778.6879,748.01984,743.2569,0,9999,99,0.0,0.0,763.7242,763.7242,7.7,4,86376.13,88068.51,36.552174,30.208044,99.0,0.2398275,99.0,99,99,0.29336753,MG_PV2025,0.2398275,5.0,99.0,0.0,0,MG_PV2025,0.2398275,5.0,180902.1,1,236.86836,5.0,49.42116,778.6879,14.963699,1692.3733,36.552174,30.208044,99.0,0.24085699,99.0,99,99,0.63911533,MG_PV2030,0.24085699,5.0,0.07828169,0.0,1,Grid2030,0.07828169,1.0,1126.961,1,75.312996,1.0,0.26334965
42.97854,11.50046,15.27971,0.009,Djibouti,0.0,4.68089,2073.0,1.23333,292.0,175.8125,1.15973,0.0,7,18.154,9999,11.434,0.0,5.544,5.544,5.463,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,780,1.1236314,0.061053213,16.892202,0.0,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,0.0,17.357368,17.357368,7.7,4,1963.0939,2001.5569,39.64698,30.334461,99.0,0.5207453,99.0,99,99,0.30630285,SA_PV2025,0.30630285,3.0,99.0,0.0,0,SA_PV2025,0.30630285,3.0,4703.344,1,270.97107,3.0,1.0522023,17.697453,0.34008408,38.463028,39.64698,30.334461,99.0,16.531757,99.0,99,99,0.6672955,SA_PV2030,0.6672955,3.0,99.0,0.0,0,SA_PV2030,0.6672955,3.0,115.72054,1,340.2704,3.0,0.02061587
43.18483,11.50077,336.15363,0.137,Djibouti,336.15363,4.36943,2166.0,0.11667,9.0,210.73128,0.61902,0.72679,7,9.789,9999,8.692,8.692,0.0,0.0,0.0,99,0,0,1,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1376,1.1699331,0.046755586,371.62845,371.62845,381.8621,373.01578,389.34396,374.00992,371.62845,0,9999,99,0.0,0.0,381.8621,381.8621,7.7,4,43188.066,44034.254,35.941456,30.183098,99.0,0.25271332,99.0,99,99,0.29315132,MG_PV2025,0.25271332,5.0,99.0,0.0,0,MG_PV2025,0.25271332,5.0,95143.48,1,249.15663,5.0,24.69237,389.34396,7.4818497,846.18665,35.941456,30.183098,99.0,0.24924406,99.0,99,99,0.63864434,MG_PV2030,0.24924406,5.0,0.08598883,0.0,1,Grid2030,0.08598883,1.0,599.14575,1,80.0799,1.0,0.13167483
43.20791,11.50146,152.7971,0.043,Djibouti,152.7971,4.54679,2165.0,0.25,4.0,346.625,0.71942,0.55091,16,11.47,9999,10.911,10.911,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1455,1.1418033,0.0546816,168.92201,168.92201,173.57368,169.55263,176.97452,170.0045,168.92201,0,9999,99,0.0,0.0,173.57368,173.57368,7.7,4,19630.94,20015.568,36.383896,30.20117,99.0,0.26137832,99.0,99,99,0.29328674,MG_PV2025,0.26137832,5.0,99.0,0.0,0,MG_PV2025,0.26137832,5.0,44682.645,1,257.42752,5.0,11.228989,176.97452,3.4008408,384.63028,36.383896,30.20117,99.0,0.24172501,99.0,99,99,0.6389393,MG_PV2030,0.24172501,5.0,0.079113685,0.0,1,Grid2030,0.079113685,1.0,257.87756,1,75.82759,1.0,0.05985219
42.8504,11.5015,91.67826,0.035,Djibouti,91.67826,5.79,2118.0,0.31667,439.0,175.8125,4.06871,0.55674,16,31.347,9999,24.006,5.806,2.341,2.341,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,779,1.1418033,0.12400294,101.35321,101.35321,104.14421,101.731575,106.184715,102.0027,101.35321,0,9999,99,2.341,2.341,104.14421,104.14421,7.7,4,11778.563,12009.342,36.605133,30.210207,99.0,0.28844348,0.5993836,99,99,0.29979497,MG_PV2025,0.28844348,5.0,99.0,0.0,0,MG_PV2025,0.28844348,5.0,29517.455,1,283.42868,5.0,6.886901,106.184715,2.0405045,230.77818,36.605133,30.210207,99.0,0.25211874,0.5618204,99,99,0.65311784,MG_PV2030,0.25211874,5.0,0.08468129,2.6729612,1,Grid2030,0.08468129,1.0,161.75319,1,79.27118,1.0,0.035911314
42.85924,11.50189,2612.8303,0.469,Djibouti,2612.8303,5.61612,2114.5,0.30833,430.0,176.92067,1.31023,4.50333,7,30.401,9999,23.169,5.398,2.71,2.71,0.0,99,0,0,2,421.5493,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1375,1.1418033,0.11314641,2888.5664,2888.5664,3312.6047,3235.864,3653.0913,3509.2168,2888.5664,0,9999,99,2.71,2.71,3312.6047,3312.6047,6.5,5,1396426.2,1539958.0,36.57746,30.209076,99.0,0.20961714,0.56885946,99,99,0.46689573,MG_PV2025,0.20961714,5.0,99.0,0.0,0,MG_PV2025,0.20961714,5.0,2571074.5,0,776.14886,99.0,0.0,3653.0913,3653.0913,1539958.0,36.57746,30.209076,99.0,0.20816104,0.5659671,99,99,0.47262812,MG_PV2030,0.20816104,5.0,0.045140132,3.0942867,1,Grid2030,0.045140132,1.0,746361.6,1,204.3096,1.0,239.63235
43.17108,11.50213,61.11884,0.026,Djibouti,61.11884,4.32144,2163.0,0.1,12.0,175.8125,0.58933,1.55716,7,8.808,9999,7.269,7.269,1.224,1.224,1.307,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,778,1.1699331,0.044712726,67.56881,67.56881,69.429474,67.82105,70.78981,68.0018,67.56881,0,9999,99,0.0,1.224,69.429474,69.429474,7.7,4,7852.3755,8006.2275,35.886135,30.180838,99.0,0.30848294,99.0,99,99,0.2935579,SA_PV2025,0.2935579,3.0,99.0,0.0,0,SA_PV2025,0.2935579,3.0,18030.574,1,259.69626,3.0,4.0336857,70.78981,1.3603363,153.85211,35.886135,30.180838,99.0,6.1544247,99.0,99,99,0.6395301,SA_PV2030,0.6395301,3.0,99.0,0.0,0,SA_PV2030,0.6395301,3.0,443.62216,1,326.11212,3.0,0.07903227
43.10523,11.50296,15.27971,0.009,Djibouti,15.27971,4.36597,2127.0,0.15,65.0,175.8125,1.33782,0.54106,7,7.884,9999,0.0,0.0,1.32,1.32,1.969,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,777,1.1699331,0.046606828,16.892202,16.892202,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,0.0,17.357368,17.357368,7.7,4,1963.0939,2001.5569,36.052055,30.187614,99.0,0.51566535,99.0,99,99,0.29852647,SA_PV2025,0.29852647,3.0,99.0,0.0,0,SA_PV2025,0.29852647,3.0,4583.9365,1,264.09167,3.0,1.0254892,17.697453,0.34008408,38.463028,36.052055,30.187614,99.0,16.5267,99.0,99,99,0.6503543,SA_PV2030,0.6503543,3.0,99.0,0.0,0,SA_PV2030,0.6503543,3.0,112.782646,1,331.63165,3.0,0.020092478
42.10339,11.5038,45.53018,0.009,Djibouti,45.53018,4.50421,2248.0,1.7,203.0,175.8125,1.62535,0.134,16,74.873,9999,97.115,0.0,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,776,1.1418033,0.052725703,50.335052,50.335052,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,0.0,51.721146,51.721146,7.7,4,5849.589,5964.2,41.19558,30.39772,99.0,0.31122223,99.0,99,99,0.2824581,SA_PV2025,0.2824581,3.0,99.0,0.0,0,SA_PV2025,0.2824581,3.0,12923.913,1,249.87679,3.0,2.8912559,52.73452,1.0133759,114.61138,41.19558,30.39772,99.0,6.6494756,99.0,99,99,0.6153486,SA_PV2030,0.6153486,3.0,99.0,0.0,0,SA_PV2030,0.6153486,3.0,317.97845,1,313.78137,3.0,0.056648567
42.10256,11.50546,45.53018,0.009,Djibouti,45.53018,4.55581,2248.0,1.7,203.0,175.8125,1.62535,0.134,16,75.047,9999,97.275,0.0,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,774,1.1418033,0.055100147,50.335052,50.335052,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,0.0,51.721146,51.721146,7.7,4,5849.589,5964.2,41.19558,30.39772,99.0,0.31122223,99.0,99,99,0.2824581,SA_PV2025,0.2824581,3.0,99.0,0.0,0,SA_PV2025,0.2824581,3.0,12923.913,1,249.87679,3.0,2.8912559,52.73452,1.0133759,114.61138,41.19558,30.39772,99.0,6.6494756,99.0,99,99,0.6153486,SA_PV2030,0.6153486,3.0,99.0,0.0,0,SA_PV2030,0.6153486,3.0,317.97845,1,313.78137,3.0,0.056648567
43.18191,11.50546,15.27971,0.009,Djibouti,15.27971,4.36725,2166.0,0.11667,9.0,289.6875,0.61902,0.76499,7,9.185,9999,8.143,8.143,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,775,1.1699331,0.04666183,16.892202,16.892202,17.357368,16.955263,17.697453,17.00045,16.892202,0,9999,99,0.0,0.0,17.357368,17.357368,7.7,4,1963.0939,2001.5569,35.941456,30.183098,99.0,0.512154,99.0,99,99,0.29315132,SA_PV2025,0.29315132,3.0,99.0,0.0,0,SA_PV2025,0.29315132,3.0,4501.4004,1,259.33658,3.0,1.0070246,17.697453,0.34008408,38.463028,35.941456,30.183098,99.0,16.523203,99.0,99,99,0.63864434,SA_PV2030,0.63864434,3.0,99.0,0.0,0,SA_PV2030,0.63864434,3.0,110.75193,1,325.66046,3.0,0.019730702
43.17691,11.5063,45.83913,0.026,Djibouti,45.83913,4.41184,2168.6565,0.08952,10.11447,273.9245,0.58933,1.19455,7,8.779,9999,7.613,7.613,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1374,1.1699331,0.04859745,50.676605,50.676605,52.072105,50.865788,53.092358,51.00135,50.676605,0,9999,99,0.0,0.0,52.072105,52.072105,7.7,4,5889.2817,6004.671,35.85136,30.179417,99.0,0.33608884,99.0,99,99,0.29279223,SA_PV2025,0.29279223,3.0,99.0,0.0,0,SA_PV2025,0.29279223,3.0,13487.658,1,259.0189,3.0,3.0173733,53.092358,1.0202522,115.38909,35.85136,30.179417,99.0,7.5852275,99.0,99,99,0.637862,SA_PV2030,0.637862,3.0,99.0,0.0,0,SA_PV2030,0.637862,3.0,331.8488,1,325.26154,3.0,0.059119593
43.18386,11.50685,61.11884,0.026,Djibouti,61.11884,4.41436,2170.8088,0.11667,5.15289,289.6875,0.60775,0.91483,7,9.202,9999,8.264,8.264,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,773,1.1699331,0.048707966,67.56881,67.56881,69.429474,67.82105,70.78981,68.0018,67.56881,0,9999,99,0.0,0.0,69.429474,69.429474,7.7,4,7852.3755,8006.2275,35.941456,30.183098,99.0,0.3077931,99.0,99,99,0.29250193,SA_PV2025,0.29250193,3.0,99.0,0.0,0,SA_PV2025,0.29250193,3.0,17965.715,1,258.7621,3.0,4.0191755,70.78981,1.3603363,153.85211,35.941456,30.183098,99.0,6.153738,99.0,99,99,0.63722956,SA_PV2030,0.63722956,3.0,99.0,0.0,0,SA_PV2030,0.63722956,3.0,442.02637,1,324.93903,3.0,0.07874797
42.10589,11.50713,45.53018,0.009,Djibouti,45.53018,4.64231,2251.116,1.72965,242.7192,175.8125,2.20529,0.26254,16,74.833,9999,97.036,0.0,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,771,1.1418033,0.059187707,50.335052,50.335052,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,0.0,51.721146,51.721146,7.7,4,5849.589,5964.2,41.29397,30.40174,99.0,0.31096682,99.0,99,99,0.2820671,SA_PV2025,0.2820671,3.0,99.0,0.0,0,SA_PV2025,0.2820671,3.0,12906.023,1,249.5309,3.0,2.8872535,52.73452,1.0133759,114.61138,41.29397,30.40174,99.0,6.6492214,99.0,99,99,0.6144968,SA_PV2030,0.6144968,3.0,99.0,0.0,0,SA_PV2030,0.6144968,3.0,317.5383,1,313.34702,3.0,0.05657015
